127.0.0.1 - - [09/Apr/2025:13:42:15 -0300] "GET / HTTP/1.1" 404 763
127.0.0.1 - - [09/Apr/2025:17:49:39 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:49:39 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:49:39 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:49:39 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:49:39 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:50:02 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:50:02 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2237
127.0.0.1 - - [09/Apr/2025:17:50:02 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:50:02 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:50:02 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:50:02 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:50:02 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:50:02 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:50:23 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:50:23 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2241
127.0.0.1 - - [09/Apr/2025:17:50:23 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:50:23 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:50:23 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:50:23 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:50:23 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:50:24 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:50:28 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:50:28 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2241
127.0.0.1 - - [09/Apr/2025:17:50:28 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:50:28 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:50:28 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:50:28 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:50:28 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:50:28 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:50:57 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:50:57 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2220
127.0.0.1 - - [09/Apr/2025:17:50:57 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:50:57 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:50:57 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:50:57 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:50:57 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:50:58 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:51:17 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:51:18 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2220
127.0.0.1 - - [09/Apr/2025:17:51:18 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:51:18 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:51:18 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:51:18 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:51:18 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:51:18 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:51:21 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:51:21 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2220
127.0.0.1 - - [09/Apr/2025:17:51:21 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:51:21 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:51:21 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:51:21 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:51:21 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:51:22 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:51:33 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2083
127.0.0.1 - - [09/Apr/2025:17:51:34 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2219
127.0.0.1 - - [09/Apr/2025:17:51:34 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:51:34 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:17:51:34 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:17:51:34 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:51:34 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:17:51:34 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:45:24 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2611
127.0.0.1 - - [09/Apr/2025:18:45:24 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2344
127.0.0.1 - - [09/Apr/2025:18:45:24 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:45:24 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:18:45:24 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:18:45:24 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:18:45:24 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:18:45:24 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:49:53 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2726
127.0.0.1 - - [09/Apr/2025:18:49:53 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2391
127.0.0.1 - - [09/Apr/2025:18:49:53 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:49:53 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:18:49:53 -0300] "GET /vinheriaAgnello/content/img/pexels-pixabay-248413%201.png HTTP/1.1" 200 953999
127.0.0.1 - - [09/Apr/2025:18:49:53 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:18:49:53 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:18:49:53 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:18:49:54 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:50:55 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2726
127.0.0.1 - - [09/Apr/2025:18:50:55 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2395
127.0.0.1 - - [09/Apr/2025:18:50:55 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:50:55 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:18:50:55 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:18:50:55 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:18:50:55 -0300] "GET /vinheriaAgnello/content/img/pexels-pixabay-248413%201.png HTTP/1.1" 200 953999
127.0.0.1 - - [09/Apr/2025:18:50:55 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:18:50:55 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:51:39 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2726
127.0.0.1 - - [09/Apr/2025:18:51:39 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2442
127.0.0.1 - - [09/Apr/2025:18:51:39 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:51:39 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:18:51:39 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:18:51:39 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:18:51:39 -0300] "GET /vinheriaAgnello/content/img/pexels-pixabay-248413%201.png HTTP/1.1" 200 953999
127.0.0.1 - - [09/Apr/2025:18:51:39 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:18:51:40 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:52:03 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2726
127.0.0.1 - - [09/Apr/2025:18:52:03 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2442
127.0.0.1 - - [09/Apr/2025:18:52:03 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:52:03 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:18:52:03 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:18:52:03 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:18:52:03 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:18:52:03 -0300] "GET /vinheriaAgnello/content/img/pexels-pixabay-248413%201.png HTTP/1.1" 200 953999
127.0.0.1 - - [09/Apr/2025:18:52:03 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:52:47 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2726
127.0.0.1 - - [09/Apr/2025:18:52:47 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2503
127.0.0.1 - - [09/Apr/2025:18:52:47 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:52:47 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:18:52:47 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:18:52:47 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:18:52:47 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:18:52:47 -0300] "GET /vinheriaAgnello/content/img/pexels-pixabay-248413%201.png HTTP/1.1" 200 953999
127.0.0.1 - - [09/Apr/2025:18:52:47 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:53:45 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2818
127.0.0.1 - - [09/Apr/2025:18:53:45 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2503
127.0.0.1 - - [09/Apr/2025:18:53:45 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:53:45 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:18:53:45 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:18:53:45 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:18:53:45 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:18:53:45 -0300] "GET /vinheriaAgnello/content/img/pexels-pixabay-248413%201.png HTTP/1.1" 200 953999
127.0.0.1 - - [09/Apr/2025:18:53:46 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:54:48 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2818
127.0.0.1 - - [09/Apr/2025:18:54:49 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2839
127.0.0.1 - - [09/Apr/2025:18:54:49 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:54:49 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:18:54:49 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:18:54:49 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:18:54:49 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:18:54:49 -0300] "GET /vinheriaAgnello/content/img/pexels-pixabay-248413%201.png HTTP/1.1" 200 953999
127.0.0.1 - - [09/Apr/2025:18:54:49 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:55:06 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2818
127.0.0.1 - - [09/Apr/2025:18:55:06 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2747
127.0.0.1 - - [09/Apr/2025:18:55:06 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:55:06 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:18:55:06 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:18:55:06 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:18:55:07 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:18:55:07 -0300] "GET /vinheriaAgnello/content/img/pexels-pixabay-248413%201.png HTTP/1.1" 200 953999
127.0.0.1 - - [09/Apr/2025:18:55:07 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:55:30 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2818
127.0.0.1 - - [09/Apr/2025:18:55:30 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2770
127.0.0.1 - - [09/Apr/2025:18:55:30 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:18:55:30 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:18:55:30 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:55:30 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:18:55:30 -0300] "GET /vinheriaAgnello/content/img/pexels-pixabay-248413%201.png HTTP/1.1" 200 953999
127.0.0.1 - - [09/Apr/2025:18:55:30 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:18:55:31 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:58:39 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2818
127.0.0.1 - - [09/Apr/2025:18:58:39 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2769
127.0.0.1 - - [09/Apr/2025:18:58:39 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:58:39 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:18:58:39 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:18:58:39 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:18:58:39 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:18:58:39 -0300] "GET /vinheriaAgnello/content/img/pexels-pixabay-248413%201.png HTTP/1.1" 200 953999
127.0.0.1 - - [09/Apr/2025:18:58:40 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:59:03 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2818
127.0.0.1 - - [09/Apr/2025:18:59:03 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2810
127.0.0.1 - - [09/Apr/2025:18:59:03 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:59:03 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:18:59:03 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:18:59:03 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:18:59:03 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:18:59:03 -0300] "GET /vinheriaAgnello/content/img/pexels-pixabay-248413%201.png HTTP/1.1" 200 953999
127.0.0.1 - - [09/Apr/2025:18:59:03 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:59:14 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2818
127.0.0.1 - - [09/Apr/2025:18:59:14 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2810
127.0.0.1 - - [09/Apr/2025:18:59:14 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:59:14 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:18:59:14 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:18:59:14 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:18:59:14 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:18:59:14 -0300] "GET /vinheriaAgnello/content/img/pexels-pixabay-248413%201.png HTTP/1.1" 200 953999
127.0.0.1 - - [09/Apr/2025:18:59:15 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:59:25 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2818
127.0.0.1 - - [09/Apr/2025:18:59:25 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2811
127.0.0.1 - - [09/Apr/2025:18:59:25 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:18:59:25 -0300] "GET /vinheriaAgnello/content/img/freixenet%201.jpg HTTP/1.1" 200 51478
127.0.0.1 - - [09/Apr/2025:18:59:25 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:18:59:25 -0300] "GET /vinheriaAgnello/content/img/CasalGarcia_Rose-scaled%202.png HTTP/1.1" 200 74218
127.0.0.1 - - [09/Apr/2025:18:59:25 -0300] "GET /vinheriaAgnello/content/img/pexels-pixabay-248413%201.png HTTP/1.1" 200 953999
127.0.0.1 - - [09/Apr/2025:18:59:25 -0300] "GET /vinheriaAgnello/content/img/freixenet-preto%201.png HTTP/1.1" 200 77048
127.0.0.1 - - [09/Apr/2025:18:59:25 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:19:00:37 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 2818
127.0.0.1 - - [09/Apr/2025:19:00:37 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 2833
127.0.0.1 - - [09/Apr/2025:19:00:37 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:19:00:37 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
